dataset,split,image_id,label,label_name,image_path,total_lesion_union_area_pixels,total_lesion_union_area_ratio,total_lesion_sum_area_pixels,total_lesion_sum_area_ratio,microaneurysms_area_pixels,microaneurysms_area_ratio,microaneurysms_presence,microaneurysms_prob_mean,microaneurysms_prob_max,microaneurysms_component_count,microaneurysms_largest_component_area_pixels,microaneurysms_largest_component_area_ratio,haemorrhages_area_pixels,haemorrhages_area_ratio,haemorrhages_presence,haemorrhages_prob_mean,haemorrhages_prob_max,haemorrhages_component_count,haemorrhages_largest_component_area_pixels,haemorrhages_largest_component_area_ratio,hard_exudates_area_pixels,hard_exudates_area_ratio,hard_exudates_presence,hard_exudates_prob_mean,hard_exudates_prob_max,hard_exudates_component_count,hard_exudates_largest_component_area_pixels,hard_exudates_largest_component_area_ratio,soft_exudates_area_pixels,soft_exudates_area_ratio,soft_exudates_presence,soft_exudates_prob_mean,soft_exudates_prob_max,soft_exudates_component_count,soft_exudates_largest_component_area_pixels,soft_exudates_largest_component_area_ratio,lesion_presence_count
IDRiD,train,IDRiD_214,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_214.jpg,4,1.52587890625e-05,4,1.52587890625e-05,4,1.52587890625e-05,1,0.014190673828125,0.197265625,2,3,1.1444091796875e-05,0,0.0,0,0.0029449462890625,0.10302734375,0,0,0.0,0,0.0,0,0.005702972412109375,0.51025390625,0,0,0.0,0,0.0,0,0.021636962890625,0.31982421875,0,0,0.0,1
IDRiD,train,IDRiD_215,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_215.jpg,212,0.0008087158203125,251,0.000957489013671875,45,0.000171661376953125,1,0.014190673828125,0.31494140625,5,22,8.392333984375e-05,152,0.000579833984375,1,0.0035495758056640625,0.9951171875,2,132,0.0005035400390625,54,0.00020599365234375,1,0.006069183349609375,0.98828125,5,22,8.392333984375e-05,0,0.0,0,0.0217132568359375,0.38134765625,0,0,0.0,3
IDRiD,train,IDRiD_216,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_216.jpg,2738,0.01044464111328125,2858,0.01090240478515625,173,0.000659942626953125,1,0.01558685302734375,0.317626953125,33,41,0.000156402587890625,2447,0.009334564208984375,1,0.01177215576171875,0.99267578125,8,2070,0.00789642333984375,238,0.00090789794921875,1,0.0067138671875,0.9970703125,3,191,0.000728607177734375,0,0.0,0,0.02203369140625,0.68359375,0,0,0.0,3
IDRiD,train,IDRiD_217,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_217.jpg,62,0.00023651123046875,99,0.000377655029296875,46,0.00017547607421875,1,0.01427459716796875,0.271484375,4,24,9.1552734375e-05,53,0.000202178955078125,1,0.0031604766845703125,0.94970703125,2,27,0.000102996826171875,0,0.0,0,0.0057525634765625,0.142578125,0,0,0.0,0,0.0,0,0.02191162109375,0.31982421875,0,0,0.0,2
IDRiD,train,IDRiD_218,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_218.jpg,22,8.392333984375e-05,22,8.392333984375e-05,3,1.1444091796875e-05,1,0.0142669677734375,0.19677734375,1,3,1.1444091796875e-05,0,0.0,0,0.0030155181884765625,0.199951171875,0,0,0.0,19,7.2479248046875e-05,1,0.0058441162109375,0.98828125,1,19,7.2479248046875e-05,0,0.0,0,0.02166748046875,0.31982421875,0,0,0.0,2
IDRiD,train,IDRiD_219,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_219.jpg,3,1.1444091796875e-05,3,1.1444091796875e-05,3,1.1444091796875e-05,1,0.01419830322265625,0.1971435546875,1,3,1.1444091796875e-05,0,0.0,0,0.0030078887939453125,0.10302734375,0,0,0.0,0,0.0,0,0.005706787109375,0.399658203125,0,0,0.0,0,0.0,0,0.0215606689453125,0.320068359375,0,0,0.0,1
IDRiD,train,IDRiD_220,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_220.jpg,40,0.000152587890625,47,0.000179290771484375,14,5.340576171875e-05,1,0.01412200927734375,0.2108154296875,5,4,1.52587890625e-05,33,0.000125885009765625,1,0.0030460357666015625,0.93505859375,3,23,8.7738037109375e-05,0,0.0,0,0.005657196044921875,0.1427001953125,0,0,0.0,0,0.0,0,0.021759033203125,0.4091796875,0,0,0.0,2
IDRiD,train,IDRiD_221,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_221.jpg,39,0.000148773193359375,39,0.000148773193359375,3,1.1444091796875e-05,1,0.0143585205078125,0.19677734375,1,3,1.1444091796875e-05,0,0.0,0,0.00304412841796875,0.1961669921875,0,0,0.0,36,0.0001373291015625,1,0.006099700927734375,0.8916015625,6,15,5.7220458984375e-05,0,0.0,0,0.0219268798828125,0.50146484375,0,0,0.0,2
IDRiD,train,IDRiD_222,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_222.jpg,14,5.340576171875e-05,14,5.340576171875e-05,4,1.52587890625e-05,1,0.0142364501953125,0.1971435546875,2,3,1.1444091796875e-05,0,0.0,0,0.0030040740966796875,0.37353515625,0,0,0.0,10,3.814697265625e-05,1,0.005832672119140625,0.9228515625,3,7,2.6702880859375e-05,0,0.0,0,0.0217437744140625,0.3203125,0,0,0.0,2
IDRiD,train,IDRiD_223,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_223.jpg,1419,0.005413055419921875,1419,0.005413055419921875,5,1.9073486328125e-05,1,0.0164947509765625,0.1971435546875,2,3,1.1444091796875e-05,1411,0.005382537841796875,1,0.010833740234375,0.9912109375,8,693,0.002643585205078125,3,1.1444091796875e-05,1,0.0063934326171875,0.8017578125,1,3,1.1444091796875e-05,0,0.0,0,0.023773193359375,0.6220703125,0,0,0.0,3
IDRiD,train,IDRiD_224,4,Proliferative DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_224.jpg,20057,0.07651138305664062,20516,0.0782623291015625,496,0.00189208984375,1,0.01432037353515625,0.412109375,49,33,0.000125885009765625,1927,0.007350921630859375,1,0.00998687744140625,0.99658203125,21,320,0.001220703125,18093,0.06901931762695312,1,0.07794189453125,0.99853515625,122,9969,0.038028717041015625,0,0.0,0,0.024566650390625,0.442138671875,0,0,0.0,3
IDRiD,train,IDRiD_225,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_225.jpg,66,0.00025177001953125,77,0.000293731689453125,18,6.866455078125e-05,1,0.014404296875,0.245849609375,3,8,3.0517578125e-05,14,5.340576171875e-05,1,0.0031223297119140625,0.7890625,2,8,3.0517578125e-05,45,0.000171661376953125,1,0.00615692138671875,0.958984375,5,16,6.103515625e-05,0,0.0,0,0.0218963623046875,0.31982421875,0,0,0.0,3
IDRiD,train,IDRiD_226,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_226.jpg,3,1.1444091796875e-05,3,1.1444091796875e-05,3,1.1444091796875e-05,1,0.014190673828125,0.1971435546875,1,3,1.1444091796875e-05,0,0.0,0,0.0029735565185546875,0.10614013671875,0,0,0.0,0,0.0,0,0.005741119384765625,0.52294921875,0,0,0.0,0,0.0,0,0.021728515625,0.319091796875,0,0,0.0,1
IDRiD,train,IDRiD_227,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_227.jpg,3,1.1444091796875e-05,3,1.1444091796875e-05,3,1.1444091796875e-05,1,0.014251708984375,0.1971435546875,1,3,1.1444091796875e-05,0,0.0,0,0.00299072265625,0.10302734375,0,0,0.0,0,0.0,0,0.00568389892578125,0.1429443359375,0,0,0.0,0,0.0,0,0.021636962890625,0.319580078125,0,0,0.0,1
IDRiD,train,IDRiD_228,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_228.jpg,3,1.1444091796875e-05,3,1.1444091796875e-05,3,1.1444091796875e-05,1,0.014251708984375,0.197021484375,1,3,1.1444091796875e-05,0,0.0,0,0.0029926300048828125,0.10302734375,0,0,0.0,0,0.0,0,0.0057220458984375,0.5986328125,0,0,0.0,0,0.0,0,0.0216827392578125,0.320068359375,0,0,0.0,1
IDRiD,train,IDRiD_229,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_229.jpg,1392,0.00531005859375,1848,0.007049560546875,522,0.00199127197265625,1,0.01514434814453125,0.50439453125,44,38,0.00014495849609375,1325,0.005054473876953125,1,0.00783538818359375,0.99609375,36,263,0.001003265380859375,1,3.814697265625e-06,1,0.0058746337890625,0.65771484375,1,1,3.814697265625e-06,0,0.0,0,0.0221405029296875,0.456787109375,0,0,0.0,3
IDRiD,train,IDRiD_230,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_230.jpg,28,0.0001068115234375,32,0.0001220703125,7,2.6702880859375e-05,1,0.01433563232421875,0.1971435546875,3,3,1.1444091796875e-05,24,9.1552734375e-05,1,0.0031642913818359375,0.93212890625,1,24,9.1552734375e-05,1,3.814697265625e-06,1,0.00576019287109375,0.62744140625,1,1,3.814697265625e-06,0,0.0,0,0.022125244140625,0.3193359375,0,0,0.0,3
IDRiD,train,IDRiD_231,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_231.jpg,6474,0.02469635009765625,6857,0.026157379150390625,440,0.001678466796875,1,0.01511383056640625,0.427734375,38,64,0.000244140625,585,0.002231597900390625,1,0.005126953125,0.99658203125,20,122,0.00046539306640625,4582,0.01747894287109375,1,0.025115966796875,0.9990234375,50,1006,0.00383758544921875,1250,0.00476837158203125,1,0.029022216796875,0.98583984375,5,442,0.00168609619140625,4
IDRiD,train,IDRiD_232,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_232.jpg,5340,0.0203704833984375,5813,0.022174835205078125,508,0.0019378662109375,1,0.01519012451171875,0.4169921875,37,31,0.000118255615234375,1303,0.004970550537109375,1,0.007762908935546875,0.9970703125,24,183,0.000698089599609375,3680,0.0140380859375,1,0.021575927734375,0.99951171875,55,485,0.001850128173828125,322,0.00122833251953125,1,0.0248260498046875,0.98193359375,1,322,0.00122833251953125,4
IDRiD,train,IDRiD_233,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_233.jpg,16,6.103515625e-05,16,6.103515625e-05,3,1.1444091796875e-05,1,0.01435089111328125,0.1971435546875,1,3,1.1444091796875e-05,0,0.0,0,0.00305938720703125,0.12451171875,0,0,0.0,13,4.9591064453125e-05,1,0.005950927734375,0.96728515625,2,10,3.814697265625e-05,0,0.0,0,0.0218048095703125,0.52880859375,0,0,0.0,2
IDRiD,train,IDRiD_234,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_234.jpg,68,0.0002593994140625,83,0.000316619873046875,8,3.0517578125e-05,1,0.0142822265625,0.244873046875,2,5,1.9073486328125e-05,7,2.6702880859375e-05,1,0.0030345916748046875,0.876953125,1,7,2.6702880859375e-05,58,0.00022125244140625,1,0.006046295166015625,0.98046875,4,48,0.00018310546875,10,3.814697265625e-05,1,0.0221405029296875,0.826171875,1,10,3.814697265625e-05,4
IDRiD,train,IDRiD_235,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_235.jpg,2058,0.00785064697265625,2166,0.00826263427734375,74,0.00028228759765625,1,0.014923095703125,0.340087890625,17,29,0.000110626220703125,123,0.000469207763671875,1,0.0035247802734375,0.9580078125,5,40,0.000152587890625,1434,0.00547027587890625,1,0.01357269287109375,0.99658203125,85,70,0.00026702880859375,535,0.002040863037109375,1,0.027618408203125,0.95556640625,15,253,0.000965118408203125,4
IDRiD,train,IDRiD_236,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_236.jpg,855,0.003261566162109375,880,0.00335693359375,29,0.000110626220703125,1,0.014251708984375,0.37451171875,3,25,9.5367431640625e-05,63,0.000240325927734375,1,0.0032138824462890625,0.99462890625,1,63,0.000240325927734375,788,0.0030059814453125,1,0.0089569091796875,0.99755859375,16,254,0.00096893310546875,0,0.0,0,0.0219573974609375,0.3369140625,0,0,0.0,3
IDRiD,train,IDRiD_237,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_237.jpg,2551,0.009731292724609375,2673,0.010196685791015625,136,0.000518798828125,1,0.01446533203125,0.395751953125,13,42,0.00016021728515625,566,0.00215911865234375,1,0.005039215087890625,0.99658203125,5,401,0.001529693603515625,1971,0.007518768310546875,1,0.01398468017578125,0.99853515625,32,346,0.00131988525390625,0,0.0,0,0.022186279296875,0.37255859375,0,0,0.0,3
IDRiD,train,IDRiD_238,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_238.jpg,523,0.001995086669921875,592,0.00225830078125,61,0.000232696533203125,1,0.014678955078125,0.444091796875,10,26,9.918212890625e-05,24,9.1552734375e-05,1,0.0032138824462890625,0.96875,2,22,8.392333984375e-05,213,0.000812530517578125,1,0.007293701171875,0.98974609375,24,33,0.000125885009765625,294,0.00112152099609375,1,0.0243988037109375,0.9736328125,6,122,0.00046539306640625,4
IDRiD,train,IDRiD_239,4,Proliferative DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_239.jpg,47543,0.18136215209960938,49879,0.19027328491210938,2407,0.009181976318359375,1,0.025054931640625,0.475341796875,227,101,0.000385284423828125,41586,0.15863800048828125,1,0.1558837890625,0.9970703125,61,28641,0.10925674438476562,4508,0.0171966552734375,1,0.0263519287109375,0.99853515625,126,514,0.00196075439453125,1378,0.00525665283203125,1,0.02947998046875,0.9814453125,8,815,0.003108978271484375,4
IDRiD,train,IDRiD_240,4,Proliferative DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_240.jpg,9999,0.038143157958984375,10974,0.04186248779296875,1012,0.0038604736328125,1,0.0166778564453125,0.394775390625,112,61,0.000232696533203125,6812,0.0259857177734375,1,0.02783203125,0.99755859375,45,1158,0.00441741943359375,3150,0.01201629638671875,1,0.0197601318359375,0.99853515625,95,335,0.001277923583984375,0,0.0,0,0.0238800048828125,0.72509765625,0,0,0.0,3
IDRiD,train,IDRiD_241,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_241.jpg,3027,0.011547088623046875,3325,0.012683868408203125,319,0.001216888427734375,1,0.0152740478515625,0.401611328125,31,36,0.0001373291015625,1290,0.00492095947265625,1,0.00794219970703125,0.9970703125,13,357,0.001361846923828125,1335,0.005092620849609375,1,0.01192474365234375,0.9990234375,47,415,0.001583099365234375,381,0.001453399658203125,1,0.0248260498046875,0.97314453125,7,214,0.00081634521484375,4
IDRiD,train,IDRiD_242,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_242.jpg,3643,0.013896942138671875,4251,0.016216278076171875,642,0.00244903564453125,1,0.0157928466796875,0.429443359375,41,142,0.00054168701171875,1296,0.00494384765625,1,0.007579803466796875,0.99755859375,12,310,0.00118255615234375,419,0.001598358154296875,1,0.0084991455078125,0.9970703125,13,102,0.00038909912109375,1894,0.00722503662109375,1,0.031463623046875,0.984375,10,744,0.002838134765625,4
IDRiD,train,IDRiD_243,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_243.jpg,13,4.9591064453125e-05,13,4.9591064453125e-05,3,1.1444091796875e-05,1,0.0142364501953125,0.1971435546875,1,3,1.1444091796875e-05,0,0.0,0,0.0029888153076171875,0.10284423828125,0,0,0.0,10,3.814697265625e-05,1,0.005924224853515625,0.87841796875,2,7,2.6702880859375e-05,0,0.0,0,0.02191162109375,0.320068359375,0,0,0.0,2
IDRiD,train,IDRiD_244,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_244.jpg,86,0.00032806396484375,86,0.00032806396484375,3,1.1444091796875e-05,1,0.0142364501953125,0.1971435546875,1,3,1.1444091796875e-05,0,0.0,0,0.0029964447021484375,0.10284423828125,0,0,0.0,83,0.000316619873046875,1,0.006229400634765625,0.9736328125,8,17,6.4849853515625e-05,0,0.0,0,0.0217132568359375,0.61083984375,0,0,0.0,2
IDRiD,train,IDRiD_245,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_245.jpg,5254,0.02004241943359375,5650,0.02155303955078125,444,0.0016937255859375,1,0.01479339599609375,0.4169921875,36,34,0.00012969970703125,1302,0.00496673583984375,1,0.00775146484375,0.998046875,24,343,0.001308441162109375,3902,0.01488494873046875,1,0.022216796875,0.99951171875,74,712,0.002716064453125,2,7.62939453125e-06,1,0.0231170654296875,0.8388671875,1,2,7.62939453125e-06,4
IDRiD,train,IDRiD_246,4,Proliferative DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_246.jpg,6309,0.024066925048828125,6891,0.026287078857421875,623,0.002376556396484375,1,0.01511383056640625,0.44140625,50,40,0.000152587890625,2307,0.008800506591796875,1,0.011260986328125,0.99853515625,30,288,0.0010986328125,3960,0.015106201171875,1,0.0223541259765625,0.9990234375,67,803,0.003063201904296875,1,3.814697265625e-06,1,0.023223876953125,0.76025390625,1,1,3.814697265625e-06,4
IDRiD,train,IDRiD_247,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_247.jpg,4466,0.01703643798828125,4971,0.018962860107421875,530,0.00202178955078125,1,0.0159454345703125,0.39208984375,47,65,0.000247955322265625,2754,0.01050567626953125,1,0.0128936767578125,0.99853515625,17,771,0.002941131591796875,165,0.000629425048828125,1,0.0070037841796875,0.9951171875,15,27,0.000102996826171875,1522,0.00580596923828125,1,0.0288238525390625,0.982421875,4,856,0.003265380859375,4
IDRiD,train,IDRiD_248,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_248.jpg,795,0.003032684326171875,951,0.003627777099609375,164,0.0006256103515625,1,0.01462554931640625,0.3955078125,19,22,8.392333984375e-05,757,0.002887725830078125,1,0.00572967529296875,0.9970703125,10,336,0.00128173828125,30,0.00011444091796875,1,0.00585174560546875,0.98193359375,4,14,5.340576171875e-05,0,0.0,0,0.022125244140625,0.404541015625,0,0,0.0,3
IDRiD,train,IDRiD_249,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_249.jpg,21,8.0108642578125e-05,21,8.0108642578125e-05,3,1.1444091796875e-05,1,0.0143280029296875,0.197021484375,1,3,1.1444091796875e-05,1,3.814697265625e-06,1,0.0030307769775390625,0.439697265625,1,1,3.814697265625e-06,17,6.4849853515625e-05,1,0.00585174560546875,0.98388671875,1,17,6.4849853515625e-05,0,0.0,0,0.021820068359375,0.336181640625,0,0,0.0,3
IDRiD,train,IDRiD_250,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_250.jpg,15,5.7220458984375e-05,16,6.103515625e-05,11,4.1961669921875e-05,1,0.0143890380859375,0.1973876953125,3,6,2.288818359375e-05,2,7.62939453125e-06,1,0.0030117034912109375,0.56005859375,1,2,7.62939453125e-06,3,1.1444091796875e-05,1,0.005859375,0.78564453125,1,3,1.1444091796875e-05,0,0.0,0,0.022247314453125,0.380126953125,0,0,0.0,3
IDRiD,train,IDRiD_251,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_251.jpg,411,0.001567840576171875,461,0.001758575439453125,58,0.00022125244140625,1,0.014434814453125,0.43798828125,4,36,0.0001373291015625,176,0.00067138671875,1,0.0036411285400390625,0.99169921875,1,176,0.00067138671875,119,0.000453948974609375,1,0.0067901611328125,0.99072265625,13,19,7.2479248046875e-05,108,0.0004119873046875,1,0.0227813720703125,0.9482421875,3,92,0.0003509521484375,4
IDRiD,train,IDRiD_252,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_252.jpg,246,0.00093841552734375,299,0.001140594482421875,16,6.103515625e-05,1,0.01432037353515625,0.334716796875,4,9,3.4332275390625e-05,28,0.0001068115234375,1,0.003215789794921875,0.82666015625,2,19,7.2479248046875e-05,169,0.000644683837890625,1,0.006511688232421875,0.9970703125,6,53,0.000202178955078125,86,0.00032806396484375,1,0.0224761962890625,0.96533203125,3,44,0.0001678466796875,4
IDRiD,train,IDRiD_253,3,Severe,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_253.jpg,3433,0.013095855712890625,4016,0.01531982421875,657,0.002506256103515625,1,0.0158233642578125,0.471923828125,61,34,0.00012969970703125,1870,0.00713348388671875,1,0.0097198486328125,0.9970703125,32,580,0.0022125244140625,416,0.0015869140625,1,0.00814056396484375,0.99658203125,12,152,0.000579833984375,1073,0.004093170166015625,1,0.0283203125,0.978515625,9,347,0.001323699951171875,4
IDRiD,train,IDRiD_254,4,Proliferative DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_254.jpg,3272,0.012481689453125,3727,0.014217376708984375,489,0.001865386962890625,1,0.01480865478515625,0.47119140625,37,36,0.0001373291015625,1739,0.006633758544921875,1,0.0091705322265625,0.998046875,28,329,0.001255035400390625,1499,0.005718231201171875,1,0.012359619140625,0.998046875,41,203,0.000774383544921875,0,0.0,0,0.022705078125,0.72265625,0,0,0.0,3
IDRiD,train,IDRiD_255,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_255.jpg,20,7.62939453125e-05,20,7.62939453125e-05,3,1.1444091796875e-05,1,0.014404296875,0.197021484375,1,3,1.1444091796875e-05,0,0.0,0,0.0030498504638671875,0.10284423828125,0,0,0.0,17,6.4849853515625e-05,1,0.005855560302734375,0.88916015625,3,9,3.4332275390625e-05,0,0.0,0,0.02203369140625,0.320068359375,0,0,0.0,2
IDRiD,train,IDRiD_256,1,Mild,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_256.jpg,48,0.00018310546875,68,0.0002593994140625,30,0.00011444091796875,1,0.01422119140625,0.33544921875,6,13,4.9591064453125e-05,31,0.000118255615234375,1,0.0030765533447265625,0.96728515625,3,18,6.866455078125e-05,7,2.6702880859375e-05,1,0.005809783935546875,0.8818359375,1,7,2.6702880859375e-05,0,0.0,0,0.0223541259765625,0.56103515625,0,0,0.0,3
IDRiD,train,IDRiD_257,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_257.jpg,3,1.1444091796875e-05,3,1.1444091796875e-05,3,1.1444091796875e-05,1,0.01424407958984375,0.197021484375,1,3,1.1444091796875e-05,0,0.0,0,0.003009796142578125,0.1357421875,0,0,0.0,0,0.0,0,0.005657196044921875,0.14306640625,0,0,0.0,0,0.0,0,0.021636962890625,0.320068359375,0,0,0.0,1
IDRiD,train,IDRiD_258,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_258.jpg,5,1.9073486328125e-05,5,1.9073486328125e-05,5,1.9073486328125e-05,1,0.0142669677734375,0.197265625,2,3,1.1444091796875e-05,0,0.0,0,0.002960205078125,0.19677734375,0,0,0.0,0,0.0,0,0.005756378173828125,0.1429443359375,0,0,0.0,0,0.0,0,0.0220794677734375,0.43603515625,0,0,0.0,1
IDRiD,train,IDRiD_259,0,No DR,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_259.jpg,217,0.000827789306640625,236,0.0009002685546875,28,0.0001068115234375,1,0.01446533203125,0.339599609375,4,21,8.0108642578125e-05,18,6.866455078125e-05,1,0.00307464599609375,0.88037109375,1,18,6.866455078125e-05,180,0.0006866455078125,1,0.00659942626953125,0.99609375,6,109,0.000415802001953125,10,3.814697265625e-05,1,0.022216796875,0.8642578125,1,10,3.814697265625e-05,4
IDRiD,train,IDRiD_260,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_260.jpg,53,0.000202178955078125,58,0.00022125244140625,9,3.4332275390625e-05,1,0.01416778564453125,0.2086181640625,4,3,1.1444091796875e-05,12,4.57763671875e-05,1,0.0030536651611328125,0.787109375,1,12,4.57763671875e-05,37,0.000141143798828125,1,0.0059051513671875,0.99267578125,3,32,0.0001220703125,0,0.0,0,0.021514892578125,0.36474609375,0,0,0.0,3
IDRiD,train,IDRiD_261,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_261.jpg,635,0.002422332763671875,825,0.003147125244140625,206,0.00078582763671875,1,0.01453399658203125,0.38134765625,16,26,9.918212890625e-05,525,0.002002716064453125,1,0.0048675537109375,0.9970703125,13,175,0.000667572021484375,42,0.00016021728515625,1,0.0060272216796875,0.9716796875,3,27,0.000102996826171875,52,0.0001983642578125,1,0.022247314453125,0.9638671875,1,52,0.0001983642578125,4
IDRiD,train,IDRiD_262,2,Moderate,D:\retinaguard-ai\data\raw\IDRiD\disease_grading\B. Disease Grading\1. Original Images\a. Training Set\IDRiD_262.jpg,124,0.0004730224609375,130,0.00049591064453125,15,5.7220458984375e-05,1,0.01419830322265625,0.234619140625,3,8,3.0517578125e-05,8,3.0517578125e-05,1,0.0029697418212890625,0.7666015625,1,8,3.0517578125e-05,107,0.000408172607421875,1,0.00634765625,0.99609375,5,32,0.0001220703125,0,0.0,0,0.0225067138671875,0.50146484375,0,0,0.0,3
